"respondentnr";"geslacht";"leeftijd";"opleidingsniveau";"alcohol_ooit";"alcohol_laatste_jaar";"alcohol_frequentie";"tabak_ooit";"tabak_laatste_jaar";"tabak_frequentie";"vapen_ooit";"vapen_laatste_jaar";"vapen_frequentie";"cannabis_ooit";"cannabis_laatste_jaar";"cannabis_frequentie";"xtc_ooit";"xtc_laatste_jaar";"xtc_frequentie";"cocaine_ooit";"cocaine_laatste_jaar";"cocaine_frequentie";"mmc_ooit";"mmc_laatste_jaar";"mmc_frequentie";"sigaretten_uitgaansdag";"glazen_alcohol_uitgaansdag";"acceptatie_alcohol_vrienden";"acceptatie_xtc_vrienden";"acceptatie_cocaine_vrienden";"makkelijk_aan_drugs_komen";"ervaren_gezondheid";"manier_verkrijgen_drugs";"gemoed_dinsdag_na_xtc"
225;"man";20;"midden";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"eens per maand";0;0;NA;0;0;NA;1;0;NA;33;8;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"helemaal mee eens";"Goed";"koopt van een dealer";NA
317;"man";23;"hoog";1;1;"een paar keer per maand";1;1;"een paar keer per maand";0;0;NA;1;1;"een keer";1;1;"minder dan maandelijks";1;0;NA;1;1;"minder dan maandelijks";4;12;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Goed";"koopt van een dealer";84
335;"man";30;"midden";1;0;NA;0;0;NA;1;0;NA;1;0;NA;0;0;NA;0;0;NA;0;0;NA;NA;NA;"helemaal mee oneens";"helemaal mee oneens";"helemaal mee oneens";"helemaal mee oneens";"Uitstekend";NA;NA
242;"vrouw";21;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"eens per maand";1;0;NA;NA;1;"eens per week";0;0;NA;0;0;NA;46;8;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";27
168;"man";29;"hoog";1;1;"eens per maand";0;0;NA;0;0;NA;1;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;NA;9;"helemaal mee eens";"mee eens";"helemaal mee eens";"mee eens";"Goed";"koopt van vrienden/kennissen";NA
208;"vrouw";35;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";1;1;"(bijna) elke dag";9;7;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Slecht";"koopt van een dealer";69
4;"man";24;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"een paar keer per maand";1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";NA;23;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"mee eens";"Goed";"krijgt van vrienden/kennissen";70
171;"vrouw";26;"hoog";1;1;"eens per week";0;0;NA;0;0;NA;0;0;NA;1;1;"een keer";0;0;NA;0;0;NA;NA;14;"helemaal mee eens";"helemaal mee eens";"mee oneens";"mee eens";"Goed";"anders";84
221;"man";22;"hoog";1;1;"een paar keer per week";1;1;"eens per week";0;0;NA;1;1;"eens per week";1;1;"een keer";0;0;NA;0;0;NA;3;9;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"mee eens";"Goed";"koopt van een dealer";47
61;"man";32;"hoog";1;1;"een paar keer per maand";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"eens per maand";0;0;NA;NA;21;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";86
232;"man";25;"hoog";1;1;"een paar keer per maand";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een keer";8;11;"helemaal mee eens";"mee oneens";"niet mee eens of oneens";"helemaal mee eens";"Matig";"koopt van een dealer";79
203;"man";25;"midden";1;1;"eens per week";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;2;6;"helemaal mee eens";"helemaal mee eens";"mee oneens";"mee eens";"Goed";"krijgt van vrienden/kennissen";64
318;"man";35;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"een paar keer per week";1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een keer";48;23;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";55
177;"vrouw";18;"hoog";1;1;"een paar keer per week";1;0;NA;1;1;"een keer";0;0;NA;0;0;NA;0;0;NA;0;0;NA;NA;14;"helemaal mee eens";"mee oneens";"helemaal mee oneens";"mee oneens";"Goed";NA;NA
47;"vrouw";20;"hoog";1;1;"een paar keer per maand";1;0;NA;0;0;NA;1;0;NA;1;0;NA;0;0;NA;0;0;NA;NA;1;"helemaal mee eens";"mee eens";"mee eens";"mee eens";"Zeer goed";NA;NA
260;"vrouw";17;"hoog";1;1;"een paar keer per maand";1;1;"een keer";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"eens per maand";0;0;NA;1;12;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Matig";"ontvangen via de post";54
101;"man";17;"midden";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"eens per maand";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;4;11;"helemaal mee eens";"mee eens";"helemaal mee oneens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";23
198;"vrouw";21;"hoog";1;1;"eens per week";1;1;"eens per week";1;1;"eens per week";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"eens per week";1;1;"eens per week";5;12;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";64
52;"vrouw";22;"hoog";1;1;"eens per maand";1;1;"(bijna) elke dag";0;0;NA;1;0;NA;0;0;NA;0;0;NA;0;0;NA;3;8;"helemaal mee eens";"niet mee eens of oneens";"helemaal mee oneens";"mee eens";"Matig";NA;NA
45;"man";24;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"eens per maand";1;1;"een paar keer per maand";1;1;"een keer";1;0;NA;0;0;NA;NA;6;"helemaal mee eens";"mee eens";"mee oneens";"mee eens";"Goed";"koopt van vrienden/kennissen";50
285;"vrouw";24;"hoog";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"een paar keer per week";1;1;"een paar keer per week";0;0;NA;0;0;NA;0;0;NA;39;16;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"helemaal mee eens";"Matig";"anders";NA
138;"vrouw";27;"midden";1;1;"een keer";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;0;0;NA;0;0;NA;NA;4;"helemaal mee oneens";"helemaal mee oneens";"helemaal mee oneens";"helemaal mee eens";"Zeer goed";NA;NA
292;"vrouw";25;"hoog";1;1;"eens per week";1;1;"eens per week";1;1;"minder dan maandelijks";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;0;NA;4;5;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"helemaal mee eens";"Matig";"krijgt van vrienden/kennissen";50
80;"vrouw";19;"hoog";1;1;"een paar keer per week";1;0;NA;1;1;"een paar keer per maand";1;0;NA;0;0;NA;0;0;NA;0;0;NA;NA;7;"helemaal mee eens";"helemaal mee eens";"mee eens";"mee eens";"Zeer goed";NA;NA
153;"vrouw";19;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"(bijna) elke dag";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;28;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";48
136;"man";17;"midden";1;1;"een paar keer per week";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"eens per maand";0;0;NA;NA;9;"helemaal mee eens";"helemaal mee oneens";"helemaal mee eens";"niet mee eens of oneens";"Zeer goed";"koopt van vrienden/kennissen";NA
286;"vrouw";19;"hoog";1;1;"een paar keer per maand";0;0;NA;1;1;"een keer";0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;NA;11;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";59
189;"man";23;"hoog";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;0;0;NA;14;21;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";NA
250;"man";34;"hoog";1;1;"eens per maand";1;1;"minder dan maandelijks";1;0;NA;1;1;"minder dan maandelijks";1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";3;7;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Zeer goed";"koopt van een dealer";56
265;"vrouw";33;"hoog";1;1;"eens per maand";0;0;NA;0;0;NA;0;0;NA;1;0;NA;NA;1;"een keer";0;0;NA;NA;7;"helemaal mee eens";"mee eens";"mee eens";"mee oneens";"Uitstekend";"krijgt van vrienden/kennissen";NA
273;"man";21;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;0;0;NA;3;7;"helemaal mee eens";"niet mee eens of oneens";"helemaal mee oneens";"helemaal mee eens";"Goed";"krijgt van vrienden/kennissen";NA
86;"vrouw";18;"midden";1;1;"eens per maand";1;1;"een paar keer per week";0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;6;7;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"Goed";NA;NA
43;"man";21;"hoog";1;1;"een paar keer per week";0;0;NA;1;0;NA;1;1;"een paar keer per maand";1;0;NA;0;0;NA;0;0;NA;NA;7;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";NA
332;"vrouw";20;NA;1;1;"een paar keer per week";1;1;"eens per maand";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";0;0;NA;0;0;NA;0;0;NA;10;11;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Goed";"krijgt van vrienden/kennissen";NA
319;"vrouw";23;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;0;0;NA;0;0;NA;20;12;"helemaal mee eens";"niet mee eens of oneens";"helemaal mee oneens";"weet niet";"Zeer goed";NA;NA
192;"man";19;"hoog";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";6;28;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"helemaal mee eens";"Goed";"krijgt van vrienden/kennissen";NA
69;"vrouw";33;"hoog";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";0;0;NA;0;0;NA;1;0;NA;0;0;NA;2;16;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"Zeer goed";NA;NA
124;"vrouw";21;"hoog";1;1;"eens per week";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;0;NA;0;0;NA;0;0;NA;NA;5;"helemaal mee eens";"mee eens";"mee oneens";"niet mee eens of oneens";"Zeer goed";"krijgt van vrienden/kennissen";NA
188;"man";22;"hoog";1;1;"eens per week";1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;NA;21;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"Goed";"koopt van een dealer";60
302;"vrouw";25;"hoog";1;1;"(bijna) elke dag";1;0;NA;1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";0;0;NA;1;1;"een keer";1;0;NA;NA;14;"helemaal mee eens";"niet mee eens of oneens";"mee eens";"mee eens";"Goed";"koopt van vrienden/kennissen";NA
89;"man";31;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"een keer";1;1;"een keer";1;1;"eens per maand";1;0;NA;35;26;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";76
97;"vrouw";23;"midden";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;3;"helemaal mee eens";"mee eens";"helemaal mee oneens";"mee oneens";"Goed";"ontvangen via de post";40
56;"vrouw";24;"hoog";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;NA;10;"mee oneens";"helemaal mee eens";"mee eens";"weet niet";"Goed";"krijgt van vrienden/kennissen";55
128;"man";24;"hoog";1;1;"eens per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;11;24;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Goed";"ontvangen via de post";60
220;"man";24;"hoog";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"een paar keer per maand";1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;5;6;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";59
107;"vrouw";16;"hoog";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;0;0;NA;0;0;NA;2;6;"helemaal mee eens";"mee eens";"helemaal mee oneens";"niet mee eens of oneens";"Zeer goed";NA;NA
58;"man";18;"hoog";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;8;9;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Matig";"koopt van vrienden/kennissen";52
215;"vrouw";24;"midden";1;1;"een paar keer per week";0;0;NA;1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";1;1;"eens per maand";NA;15;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";65
64;"man";25;"midden";1;1;"eens per week";0;0;NA;0;0;NA;1;0;NA;0;0;NA;0;0;NA;1;1;"minder dan maandelijks";NA;13;"helemaal mee eens";"niet mee eens of oneens";"mee oneens";"mee eens";"Goed";"krijgt van vrienden/kennissen";NA
21;"man";16;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";0;0;NA;1;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;28;3;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"weet niet";"Goed";"anders";NA
103;"man";21;"midden";1;1;"een paar keer per maand";0;0;NA;1;1;"minder dan maandelijks";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;3;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";59
333;"vrouw";25;"hoog";1;1;"een paar keer per week";1;0;NA;1;1;"eens per maand";0;0;NA;1;1;"minder dan maandelijks";1;1;"een paar keer per maand";0;0;NA;NA;7;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";55
322;"man";29;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"(bijna) elke dag";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;13;20;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"Slecht";"koopt van vrienden/kennissen";NA
104;"man";16;"midden";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"eens per maand";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;4;13;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";56
159;"vrouw";34;"hoog";1;1;"een paar keer per maand";0;0;NA;0;0;NA;0;0;NA;1;0;NA;0;0;NA;0;0;NA;NA;16;"helemaal mee eens";"mee eens";"helemaal mee oneens";"mee eens";"Goed";NA;NA
95;"man";21;"hoog";1;1;"eens per maand";1;0;NA;1;1;"minder dan maandelijks";1;1;"een keer";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;NA;19;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";38
166;"man";21;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per week";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"een keer";1;1;"minder dan maandelijks";33;11;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Matig";"koopt van vrienden/kennissen";45
18;"man";34;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"een paar keer per week";1;1;"eens per maand";0;0;NA;1;0;NA;8;7;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";50
310;"vrouw";32;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;0;NA;0;0;NA;0;0;NA;NA;5;"helemaal mee eens";"mee eens";"mee oneens";"mee eens";"Goed";NA;NA
113;"man";25;"midden";1;1;"eens per week";0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;1;"een paar keer per maand";NA;4;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";55
14;"vrouw";20;"hoog";1;1;"een paar keer per week";1;0;NA;0;0;NA;1;1;"een keer";1;0;NA;1;0;NA;0;0;NA;NA;9;"helemaal mee eens";"mee eens";"mee eens";"mee eens";"Matig";"krijgt van vrienden/kennissen";NA
247;"vrouw";28;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"een keer";25;10;"helemaal mee eens";"helemaal mee eens";"weet niet";"mee eens";"Goed";"krijgt van vrienden/kennissen";55
156;"vrouw";24;"midden";1;1;"(bijna) elke dag";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;17;8;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";71
217;"man";28;"hoog";1;1;"een paar keer per maand";1;1;"een paar keer per week";1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een keer";1;1;"een keer";3;7;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Goed";"koopt van een dealer";77
5;"vrouw";26;"midden";1;1;"een paar keer per week";0;0;NA;0;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;5;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"helemaal mee eens";"Matig";"koopt van vrienden/kennissen";78
226;"vrouw";24;"hoog";1;1;"eens per week";1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";1;1;"een paar keer per maand";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";3;6;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";35
155;"vrouw";21;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"eens per week";1;1;"(bijna) elke dag";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";17;14;"helemaal mee eens";"mee oneens";"helemaal mee oneens";"helemaal mee eens";"Goed";"koopt van een dealer";NA
230;"man";26;NA;1;1;"eens per week";1;1;"een paar keer per maand";0;0;NA;1;0;NA;0;0;NA;0;0;NA;0;0;NA;6;13;"helemaal mee eens";"mee oneens";"mee oneens";"mee eens";"Goed";NA;NA
123;"vrouw";24;"hoog";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";1;0;NA;1;1;"minder dan maandelijks";1;1;"eens per maand";1;1;"minder dan maandelijks";4;7;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";57
167;"man";22;"hoog";1;1;"een paar keer per week";1;1;"eens per maand";1;1;"minder dan maandelijks";1;0;NA;1;0;NA;0;0;NA;0;0;NA;2;10;"helemaal mee eens";"mee eens";"helemaal mee oneens";"helemaal mee eens";"Zeer goed";NA;NA
148;"vrouw";30;"hoog";1;1;"eens per week";1;1;"eens per week";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";10;5;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"Goed";"koopt van een dealer";71
141;"vrouw";28;"midden";1;1;"een paar keer per week";1;1;"een keer";1;1;"minder dan maandelijks";1;0;NA;1;0;NA;1;1;"een keer";0;0;NA;1;17;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"Zeer goed";"krijgt van vrienden/kennissen";NA
315;"man";23;"hoog";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"een paar keer per week";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"eens per week";61;6;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Matig";"anders";71
158;"vrouw";25;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;1;1;"eens per maand";NA;5;"helemaal mee eens";"helemaal mee oneens";"mee oneens";"mee eens";"Matig";"koopt van vrienden/kennissen";NA
258;"vrouw";26;"laag";1;1;"eens per week";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;0;NA;1;0;NA;0;0;NA;0;0;NA;7;6;"helemaal mee eens";"helemaal mee oneens";"mee oneens";"niet mee eens of oneens";"Uitstekend";NA;NA
157;"man";18;"midden";1;1;"een paar keer per maand";1;1;"een keer";1;1;"een keer";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;4;13;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"mee eens";"Goed";"koopt van vrienden/kennissen";35
126;"man";30;"laag";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"een paar keer per week";1;1;"een keer";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;16;6;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"helemaal mee eens";"Goed";"koopt van een dealer";55
306;"man";24;"laag";1;1;"een paar keer per maand";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;0;0;NA;0;0;NA;15;14;"helemaal mee eens";"mee oneens";"niet mee eens of oneens";"mee eens";"Goed";NA;NA
349;"vrouw";16;"hoog";1;1;"een paar keer per week";0;0;NA;0;0;NA;0;0;NA;1;0;NA;0;0;NA;0;0;NA;NA;3;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"mee eens";"Zeer goed";NA;NA
346;"man";16;"hoog";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"(bijna) elke dag";0;0;NA;0;0;NA;0;0;NA;7;10;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"mee eens";"Goed";"krijgt van vrienden/kennissen";NA
53;"vrouw";25;"midden";1;1;"eens per week";1;1;"eens per week";1;1;"een keer";1;1;"eens per maand";0;0;NA;1;1;"een keer";1;1;"minder dan maandelijks";4;4;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"helemaal mee eens";"Goed";"koopt van vrienden/kennissen";NA
174;"vrouw";29;"hoog";1;1;"een paar keer per maand";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;0;NA;1;1;"minder dan maandelijks";1;0;NA;1;1;"minder dan maandelijks";6;5;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";42
44;"man";24;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"minder dan maandelijks";1;1;"een keer";1;1;"minder dan maandelijks";0;0;NA;6;10;"helemaal mee eens";"helemaal mee oneens";"helemaal mee eens";"helemaal mee eens";"Goed";"krijgt van vrienden/kennissen";55
41;"man";33;"midden";1;1;"een paar keer per week";0;0;NA;0;0;NA;1;1;"(bijna) elke dag";1;1;"een keer";0;0;NA;0;0;NA;NA;7;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"helemaal mee eens";"Goed";"koopt van een dealer";68
111;"man";22;"hoog";1;1;"eens per week";0;0;NA;0;0;NA;1;0;NA;1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";NA;3;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"Goed";"koopt van een dealer";63
130;"man";29;"hoog";1;1;"een paar keer per week";1;0;NA;0;0;NA;1;0;NA;1;1;"een keer";1;1;"een keer";0;0;NA;NA;14;"helemaal mee eens";"mee eens";"helemaal mee eens";"mee eens";"Goed";"anders";64
26;"man";20;"midden";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"eens per maand";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"eens per maand";6;12;"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"helemaal mee eens";"Goed";"ontvangen via de post";NA
22;"man";27;"hoog";1;1;"een paar keer per week";1;1;"minder dan maandelijks";0;0;NA;1;1;"eens per maand";1;1;"minder dan maandelijks";0;0;NA;1;1;"een keer";1;3;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Matig";"koopt van een dealer";61
253;"man";22;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;0;NA;1;1;"minder dan maandelijks";9;15;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"Matig";"koopt van een dealer";53
325;"man";20;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"eens per week";1;1;"een keer";0;0;NA;0;0;NA;0;0;NA;16;15;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"mee eens";"Zeer goed";"ontvangen via de post";NA
270;"vrouw";24;NA;0;0;NA;1;1;"(bijna) elke dag";0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0;NA;10;NA;"mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"Goed";NA;NA
144;"vrouw";16;"midden";1;1;"eens per week";1;0;NA;1;1;"minder dan maandelijks";1;0;NA;0;0;NA;0;0;NA;0;0;NA;NA;3;"helemaal mee eens";"niet mee eens of oneens";"niet mee eens of oneens";"helemaal mee eens";"Zeer goed";NA;NA
118;"man";23;"hoog";1;1;"eens per week";1;1;"eens per maand";1;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;14;"helemaal mee eens";"mee eens";"helemaal mee eens";"weet niet";"Goed";NA;NA
