"respondentnr";"geslacht";"leeftijd";"opleidingsniveau";"alcohol_ooit";"alcohol_laatste_jaar";"alcohol_frequentie";"tabak_ooit";"tabak_laatste_jaar";"tabak_frequentie";"vapen_ooit";"vapen_laatste_jaar";"vapen_frequentie";"cannabis_ooit";"cannabis_laatste_jaar";"cannabis_frequentie";"xtc_ooit";"xtc_laatste_jaar";"xtc_frequentie";"cocaine_ooit";"cocaine_laatste_jaar";"cocaine_frequentie";"mmc_ooit";"mmc_laatste_jaar";"mmc_frequentie";"sigaretten_uitgaansdag";"glazen_alcohol_uitgaansdag";"acceptatie_alcohol_vrienden";"acceptatie_xtc_vrienden";"acceptatie_cocaine_vrienden";"makkelijk_aan_drugs_komen";"ervaren_gezondheid"
44;"man";23;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"een paar keer per week";0;0;NA;1;1;"een keer";0;0;NA;10;5;"helemaal mee eens";"helemaal mee oneens";"mee eens";"mee eens";"niet goed/niet slecht"
333;"vrouw";18;"hoog";1;1;"een paar keer per week";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;NA;14;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"goed"
16;"man";21;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"eens per week";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;13;11;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"goed"
200;"man";23;"hoog";1;1;"een paar keer per week";1;1;"eens per maand";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"een keer";0;0;NA;1;1;"een keer";14;19;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"helemaal mee eens";"niet goed/niet slecht"
291;"man";37;"hoog";1;1;"eens per week";1;1;"een keer";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;0;0;NA;1;0;NA;1;7;"helemaal mee eens";"mee eens";"helemaal mee oneens";"mee eens";"zeer goed"
133;"man";16;"midden";1;1;"een paar keer per week";1;1;"een paar keer per maand";0;0;NA;1;0;NA;1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";4;10;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"slecht"
304;"man";23;"hoog";1;1;"eens per week";1;1;"eens per week";0;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;1;16;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"goed"
234;"man";21;"hoog";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";0;0;NA;1;1;"een keer";1;0;NA;0;0;NA;0;0;NA;4;19;"helemaal mee eens";"mee eens";"mee oneens";"helemaal mee eens";"goed"
251;"vrouw";19;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"een paar keer per maand";0;0;NA;0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;9;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"niet goed/niet slecht"
135;"vrouw";32;"midden";1;1;"een paar keer per week";1;0;NA;1;0;NA;1;1;"eens per maand";1;1;"eens per maand";1;1;"minder dan maandelijks";0;0;NA;NA;7;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"mee eens";"zeer goed"
123;"vrouw";23;"hoog";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"eens per week";1;1;"eens per maand";0;0;NA;1;1;"eens per week";1;1;"minder dan maandelijks";3;3;"helemaal mee eens";"mee eens";"helemaal mee eens";"mee eens";"goed"
346;"man";17;"hoog";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;0;NA;1;1;"(bijna) elke dag";NA;1;"een keer";0;0;NA;0;0;NA;4;21;"helemaal mee eens";"niet mee eens of oneens";"helemaal mee oneens";"weet niet";"niet goed/niet slecht"
36;"man";17;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"eens per maand";1;0;NA;1;0;NA;0;0;NA;16;8;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
104;"man";17;"midden";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;5;10;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"goed"
198;"vrouw";20;"hoog";1;1;"eens per week";1;1;"een paar keer per week";1;1;"eens per maand";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"eens per week";1;1;"een paar keer per week";30;13;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"slecht"
120;"vrouw";25;"hoog";1;1;"een paar keer per maand";0;0;NA;0;0;NA;1;1;"een keer";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";NA;4;"mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee oneens";"zeer goed"
161;"man";20;"hoog";1;1;"eens per week";1;1;"een paar keer per maand";0;0;NA;1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";0;0;NA;1;1;"een keer";15;8;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"helemaal mee eens";"goed"
24;"man";26;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"eens per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;1;"eens per week";NA;5;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
121;"man";29;"midden";1;1;"een paar keer per week";0;0;NA;0;0;NA;1;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;NA;19;"helemaal mee eens";"mee oneens";"weet niet";"mee oneens";"goed"
21;"man";28;NA;1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"eens per maand";1;0;NA;1;1;"minder dan maandelijks";1;1;"eens per maand";1;1;"minder dan maandelijks";37;9;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"niet goed/niet slecht"
275;"vrouw";32;"midden";1;0;NA;1;1;"(bijna) elke dag";0;0;NA;1;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;26;NA;"helemaal mee eens";"niet mee eens of oneens";"mee eens";"helemaal mee eens";"goed"
90;"man";20;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;1;"een keer";0;0;NA;0;0;NA;0;0;NA;9;10;"helemaal mee eens";"helemaal mee oneens";"mee oneens";"mee eens";"goed"
224;"vrouw";23;"midden";1;1;"een paar keer per week";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;12;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"niet mee eens of oneens";"zeer goed"
117;"vrouw";18;"hoog";1;1;"een paar keer per maand";0;0;NA;0;0;NA;1;0;NA;0;0;NA;0;0;NA;0;0;NA;NA;7;"helemaal mee eens";"helemaal mee eens";"mee oneens";"mee eens";"goed"
174;"vrouw";29;"hoog";1;1;"een paar keer per maand";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;0;NA;1;0;NA;1;1;"minder dan maandelijks";1;1;"een paar keer per maand";8;9;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
214;"man";22;"hoog";1;1;"een paar keer per maand";1;0;NA;1;1;"eens per maand";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";NA;21;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"goed"
334;"vrouw";22;"hoog";1;1;"eens per maand";0;0;NA;0;0;NA;1;0;NA;1;0;NA;0;0;NA;0;0;NA;NA;5;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"niet goed/niet slecht"
37;"man";18;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";0;0;NA;0;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;20;"helemaal mee eens";"helemaal mee oneens";"mee eens";"helemaal mee eens";"goed"
42;"vrouw";29;"hoog";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;1;1;"een keer";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";NA;4;"mee eens";"helemaal mee eens";"helemaal mee eens";"weet niet";"goed"
323;"man";26;"midden";1;1;"eens per week";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;0;0;NA;1;1;"eens per week";2;15;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"goed"
10;"vrouw";28;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"een paar keer per maand";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;16;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"helemaal mee eens";"goed"
111;"man";22;"hoog";1;1;"eens per week";0;0;NA;0;0;NA;1;0;NA;1;1;"eens per maand";NA;1;"eens per maand";1;1;"een paar keer per maand";NA;23;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
345;"vrouw";33;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"een paar keer per maand";1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";1;1;"een paar keer per maand";NA;21;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
116;"man";19;"midden";1;1;"een paar keer per week";1;1;"eens per maand";1;1;"een paar keer per week";1;0;NA;1;0;NA;0;0;NA;0;0;NA;2;13;"helemaal mee eens";"helemaal mee oneens";"mee oneens";"helemaal mee eens";"niet goed/niet slecht"
204;"vrouw";23;"hoog";1;1;"een paar keer per week";1;1;"eens per week";1;0;NA;1;1;"een paar keer per maand";1;0;NA;0;0;NA;0;0;NA;3;9;"helemaal mee eens";"helemaal mee oneens";"mee oneens";"helemaal mee eens";"goed"
88;"vrouw";22;"hoog";1;1;"eens per week";1;1;"eens per maand";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"eens per maand";26;4;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
126;"man";31;"laag";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;1;1;"een keer";35;7;"helemaal mee eens";"mee eens";"helemaal mee oneens";"helemaal mee eens";"niet goed/niet slecht"
152;"man";17;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per maand";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;5;14;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"goed"
296;"vrouw";15;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"een paar keer per week";1;0;NA;0;0;NA;0;0;NA;0;0;NA;28;8;"helemaal mee eens";"mee eens";"mee oneens";"helemaal mee eens";"niet goed/niet slecht"
132;"vrouw";25;"hoog";1;1;"een paar keer per week";1;1;"eens per maand";1;1;"eens per week";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;3;3;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"mee eens";"zeer goed"
91;"vrouw";25;"hoog";1;1;"eens per week";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"een keer";1;1;"een keer";0;0;NA;NA;12;"helemaal mee eens";"mee eens";"mee eens";"mee oneens";"zeer goed"
139;"vrouw";25;"hoog";1;1;"een paar keer per maand";0;0;NA;1;0;NA;1;0;NA;1;0;NA;1;0;NA;1;0;NA;NA;5;"helemaal mee eens";"niet mee eens of oneens";"helemaal mee oneens";"niet mee eens of oneens";"goed"
210;"vrouw";20;NA;1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;0;0;NA;1;1;"een keer";10;17;"helemaal mee eens";"mee eens";"helemaal mee oneens";"helemaal mee eens";"goed"
314;"vrouw";21;"hoog";1;1;"eens per week";0;0;NA;0;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;1;"minder dan maandelijks";NA;7;"helemaal mee eens";"mee eens";"helemaal mee oneens";"mee eens";"zeer goed"
145;"vrouw";24;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"een keer";1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een keer";14;5;"helemaal mee eens";"helemaal mee eens";"mee eens";"niet mee eens of oneens";"goed"
332;"vrouw";24;"hoog";1;1;"een paar keer per week";1;1;"eens per week";0;0;NA;1;1;"eens per week";1;1;"minder dan maandelijks";0;0;NA;1;1;"eens per maand";26;16;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"goed"
232;"man";18;"hoog";1;1;"eens per maand";1;1;"een paar keer per maand";1;1;"een keer";1;1;"minder dan maandelijks";1;1;"een keer";0;0;NA;1;1;"een keer";10;13;"helemaal mee eens";"mee oneens";"niet mee eens of oneens";"helemaal mee eens";"goed"
171;"vrouw";27;"hoog";1;1;"eens per week";0;0;NA;0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;0;NA;0;0;NA;NA;5;"helemaal mee eens";"mee eens";"helemaal mee oneens";"helemaal mee eens";"goed"
208;"vrouw";30;"midden";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"een paar keer per week";1;1;"een paar keer per maand";1;1;"een paar keer per maand";0;0;NA;10;9;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"niet goed/niet slecht"
17;"vrouw";34;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"(bijna) elke dag";0;0;NA;0;0;NA;0;0;NA;17;8;"helemaal mee eens";"mee oneens";"helemaal mee oneens";"helemaal mee eens";"slecht"
33;"vrouw";22;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"een paar keer per maand";1;0;NA;0;0;NA;0;0;NA;0;0;NA;31;16;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"mee eens";"goed"
128;"man";23;"hoog";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;1;"een keer";3;13;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"niet goed/niet slecht"
169;"man";20;"midden";1;1;"een paar keer per maand";0;0;NA;0;0;NA;1;1;"een keer";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;17;"helemaal mee oneens";"helemaal mee eens";"helemaal mee oneens";"niet mee eens of oneens";"zeer goed"
122;"man";22;"hoog";1;1;"eens per week";0;0;NA;0;0;NA;1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;NA;26;"helemaal mee eens";"helemaal mee eens";"mee eens";"mee eens";"zeer goed"
154;"vrouw";21;"hoog";1;1;"eens per week";1;1;"eens per maand";0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;17;"helemaal mee eens";"niet mee eens of oneens";"helemaal mee oneens";"mee eens";"zeer goed"
301;"vrouw";28;"midden";1;1;"eens per week";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;8;16;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"goed"
83;"vrouw";28;"laag";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;0;NA;1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;29;18;"weet niet";"helemaal mee eens";"mee eens";"mee eens";"goed"
96;"man";18;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"een paar keer per maand";1;1;"een paar keer per week";1;0;NA;0;0;NA;0;0;NA;4;9;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"goed"
246;"vrouw";23;"midden";1;1;"eens per week";1;1;"een keer";1;1;"een keer";1;0;NA;0;0;NA;0;0;NA;1;0;NA;2;6;"helemaal mee eens";"niet mee eens of oneens";"mee eens";"helemaal mee eens";"goed"
32;"man";31;"hoog";1;1;"eens per week";1;0;NA;1;1;"een keer";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;0;NA;1;1;"een keer";NA;3;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"mee eens";"goed"
84;"vrouw";22;"hoog";1;1;"eens per week";1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"een keer";0;0;NA;0;0;NA;NA;15;"helemaal mee eens";"mee eens";"mee eens";"mee eens";"zeer goed"
190;"man";24;"hoog";1;1;"eens per week";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"eens per maand";1;1;"eens per maand";1;1;"minder dan maandelijks";1;12;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"slecht"
245;"vrouw";22;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";0;0;NA;1;1;"eens per maand";0;0;NA;0;0;NA;1;0;NA;25;5;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
349;"vrouw";28;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;0;0;NA;0;0;NA;NA;7;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"mee eens";"goed"
330;"vrouw";45;"hoog";1;0;NA;1;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;NA;NA;"mee eens";"helemaal mee eens";"helemaal mee eens";"mee eens";"zeer goed"
350;"man";22;"midden";1;1;"een paar keer per maand";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;41;6;"helemaal mee eens";"mee oneens";"helemaal mee eens";"helemaal mee eens";"niet goed/niet slecht"
142;"man";27;"midden";1;1;"een paar keer per week";1;1;"eens per maand";0;0;NA;1;1;"een keer";1;1;"minder dan maandelijks";1;1;"eens per maand";0;0;NA;4;6;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
299;"man";29;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per maand";1;1;"eens per week";1;1;"een paar keer per maand";0;0;NA;1;1;"minder dan maandelijks";0;0;NA;3;13;"helemaal mee eens";"helemaal mee eens";"niet mee eens of oneens";"helemaal mee eens";"goed"
342;"vrouw";22;"hoog";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";0;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;1;0;NA;4;2;"niet mee eens of oneens";"helemaal mee eens";"helemaal mee oneens";"mee eens";"goed"
12;"vrouw";20;"midden";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"eens per maand";1;0;NA;1;0;NA;0;0;NA;0;0;NA;5;10;"helemaal mee eens";"mee eens";"mee oneens";"helemaal mee eens";"niet goed/niet slecht"
230;"man";27;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per maand";1;0;NA;1;0;NA;1;1;"een keer";1;1;"een keer";1;1;"minder dan maandelijks";4;17;"helemaal mee eens";"mee eens";"niet mee eens of oneens";"helemaal mee eens";"goed"
215;"vrouw";23;"midden";1;1;"een paar keer per maand";0;0;NA;1;1;"eens per week";1;1;"een paar keer per week";0;0;NA;1;1;"minder dan maandelijks";1;1;"eens per maand";NA;8;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
23;"man";15;"hoog";1;1;"eens per week";0;0;NA;1;1;"een keer";1;1;"een keer";0;0;NA;0;0;NA;0;0;NA;NA;4;"helemaal mee eens";"helemaal mee oneens";"mee oneens";"helemaal mee eens";"goed"
80;"vrouw";29;"hoog";1;1;"een paar keer per week";1;0;NA;1;1;"een paar keer per week";0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;NA;4;"helemaal mee eens";"helemaal mee eens";"mee eens";"mee eens";"niet goed/niet slecht"
302;"vrouw";17;"hoog";1;1;"(bijna) elke dag";1;0;NA;1;1;"(bijna) elke dag";1;1;"eens per week";0;0;NA;0;0;NA;1;1;"een keer";NA;10;"helemaal mee eens";"mee oneens";"helemaal mee oneens";"helemaal mee eens";"goed"
216;"vrouw";22;"midden";1;1;"eens per week";0;0;NA;0;0;NA;0;0;NA;1;0;NA;1;1;"een keer";0;0;NA;NA;4;"helemaal mee eens";"niet mee eens of oneens";"mee eens";"helemaal mee eens";"goed"
4;"man";23;"hoog";1;1;"een paar keer per week";0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;NA;20;"helemaal mee eens";"helemaal mee eens";"mee oneens";"mee eens";"goed"
343;"man";28;"midden";1;1;"eens per week";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;0;0;NA;1;1;"minder dan maandelijks";0;0;NA;4;9;"helemaal mee eens";"niet mee eens of oneens";"niet mee eens of oneens";"helemaal mee eens";"goed"
19;"man";16;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"een keer";1;0;NA;1;1;"minder dan maandelijks";1;0;NA;1;1;"een keer";48;10;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"goed"
254;"vrouw";17;"hoog";1;1;"eens per week";1;1;"een paar keer per maand";1;0;NA;1;1;"een paar keer per maand";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;11;6;"helemaal mee eens";"helemaal mee eens";"mee eens";"mee eens";"goed"
6;"man";31;"hoog";1;1;"een paar keer per week";1;1;"eens per maand";1;0;NA;1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"een keer";0;0;NA;7;18;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"niet goed/niet slecht"
140;"man";28;"hoog";1;1;"een paar keer per week";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;0;NA;6;9;"helemaal mee eens";"mee eens";"helemaal mee eens";"mee eens";"zeer goed"
347;"man";26;"hoog";1;1;"een paar keer per maand";1;1;"een paar keer per maand";0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1;"minder dan maandelijks";21;3;"helemaal mee eens";"helemaal mee eens";"mee oneens";"helemaal mee eens";"goed"
47;"vrouw";24;"hoog";1;1;"een paar keer per maand";1;0;NA;0;0;NA;1;1;"een keer";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";0;0;NA;NA;6;"helemaal mee eens";"helemaal mee eens";"mee eens";"helemaal mee eens";"goed"
29;"man";20;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"een keer";1;1;"minder dan maandelijks";1;0;NA;0;0;NA;1;0;NA;9;7;"helemaal mee eens";"niet mee eens of oneens";"mee eens";"helemaal mee eens";"goed"
211;"vrouw";28;"midden";1;1;"eens per week";1;0;NA;0;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;7;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"mee oneens";"zeer goed"
103;"man";20;"midden";1;1;"een paar keer per maand";0;0;NA;1;1;"eens per maand";1;1;"een keer";0;0;NA;1;1;"eens per maand";0;0;NA;NA;4;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"goed"
87;"vrouw";33;"hoog";1;1;"eens per week";1;0;NA;0;0;NA;1;0;NA;1;0;NA;1;1;"minder dan maandelijks";0;0;NA;NA;16;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"mee oneens";"goed"
185;"man";38;"hoog";1;1;"een paar keer per week";1;1;"minder dan maandelijks";0;0;NA;0;0;NA;NA;0;NA;0;0;NA;0;0;NA;1;8;"helemaal mee eens";"helemaal mee oneens";"helemaal mee oneens";"mee eens";"goed"
180;"vrouw";19;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;0;NA;1;1;"minder dan maandelijks";0;0;NA;0;0;NA;13;6;"helemaal mee eens";"helemaal mee eens";"helemaal mee oneens";"helemaal mee eens";"niet goed/niet slecht"
61;"man";37;"hoog";1;1;"een paar keer per maand";1;0;NA;0;0;NA;1;0;NA;1;1;"minder dan maandelijks";1;1;"eens per week";0;0;NA;NA;27;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"niet goed/niet slecht"
319;"vrouw";21;"midden";1;1;"een paar keer per week";1;1;"een paar keer per week";1;1;"eens per maand";0;0;NA;0;0;NA;0;0;NA;0;0;NA;15;7;"helemaal mee eens";"mee eens";"helemaal mee oneens";"mee eens";"goed"
288;"man";18;"hoog";1;1;"een paar keer per week";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"een paar keer per week";1;1;"een paar keer per week";5;12;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"niet goed/niet slecht"
71;"vrouw";21;"hoog";1;1;"een paar keer per week";1;1;"een paar keer per maand";1;1;"eens per maand";1;1;"minder dan maandelijks";0;0;NA;1;0;NA;1;1;"een paar keer per maand";1;9;"helemaal mee eens";"mee oneens";"mee eens";"helemaal mee eens";"goed"
48;"man";29;"midden";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";9;21;"helemaal mee eens";"mee eens";"mee eens";"weet niet";"niet goed/niet slecht"
60;"man";28;"hoog";1;1;"eens per week";1;1;"(bijna) elke dag";1;1;"(bijna) elke dag";1;0;NA;1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";1;1;"minder dan maandelijks";13;2;"helemaal mee eens";"mee eens";"helemaal mee eens";"helemaal mee eens";"slecht"
307;"vrouw";18;"midden";1;1;"een paar keer per week";1;1;"een paar keer per maand";0;0;NA;1;1;"minder dan maandelijks";1;1;"eens per maand";0;0;NA;1;1;"eens per maand";2;15;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"slecht"
129;"man";44;"hoog";1;1;"eens per maand";1;0;NA;0;0;NA;0;0;NA;1;1;"minder dan maandelijks";1;1;"een keer";1;1;"minder dan maandelijks";NA;16;"mee eens";"helemaal mee eens";"mee eens";"mee eens";"goed"
193;"man";22;"laag";1;1;"(bijna) elke dag";1;1;"een paar keer per maand";0;0;NA;1;1;"(bijna) elke dag";1;1;"minder dan maandelijks";1;1;"een paar keer per maand";1;1;"minder dan maandelijks";1;29;"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"helemaal mee eens";"niet goed/niet slecht"
160;"man";27;"hoog";1;1;"eens per week";1;1;"eens per week";0;0;NA;1;0;NA;1;0;NA;0;0;NA;0;0;NA;14;2;"helemaal mee eens";"mee eens";"mee eens";"helemaal mee eens";"goed"
277;"vrouw";30;"hoog";1;1;"eens per week";0;0;NA;1;0;NA;0;0;NA;1;0;NA;0;0;NA;0;0;NA;NA;11;"helemaal mee eens";"niet mee eens of oneens";"mee oneens";"weet niet";"goed"
